--Name||NpcParamID||NpcThinkID||CharaInitID||SpEffect,Speffect,SpEffect
Leyndell Foot Soldier (Capital Outskirts) 5||43730030||43730000||-1||5000
Leyndell Foot Soldier (B) (Capital Outskirts)||43731030||43730100||-1||-1
Leyndell Foot Soldier (C) (Altus Plateau)||43731530||43730200||-1||-1
Leyndell Foot Soldier (C) (Altus Plateau) 2||43731730||43730200||-1||-1
Leyndell Foot Soldier (D) (Capital Outskirts)||43731630||43730300||-1||-1
Leyndell Foot Soldier (E) (Divine Tower of East Altus)||43734050||43730500||-1||-1
Leyndell Foot Soldier (E) (Subterranean Shunning-Grounds)||43734535||43730500||-1||15025
Leyndell Foot Soldier (E) (Altus Plateau)||43734030||43730500||-1||13690
Leyndell Foot Soldier (E) (Capital Outskirts)||43734030||43730500||-1||-1
Leyndell Foot Soldier (F) (Capital Outskirts)||43736030||43731000||-1||-1
Leyndell Foot Soldier (F) (Mt. Gelmir)||43736032||43731000||-1||-1
Leyndell Foot Soldier (F) (Capital Outskirts) 2||43736030||43731000||-1||5000
Leyndell Foot Soldier (G) (Altus Plateau)||43737030||43731500||-1||-1
Leyndell Foot Soldier (G) (Mt. Gelmir)||43737032||43731500||-1||-1
Leyndell Foot Soldier (G) (Capital Outskirts)||43737033||43731500||-1||-1
Leyndell Foot Soldier (G) (Divine Tower of East Altus)||43737050||43731550||-1||-1
Radahn Foot Soldier (War-Dead Catacombs)||43740342||43740000||-1||-1
Radahn Foot Soldier (Caelid)||43740540||43740000||-1||-1
Radahn Foot Soldier (Caelid) 2||43740040||43740000||-1||-1
Radahn Foot Soldier (Greyoll's Dragonbarrow)||43740542||43740000||-1||-1
Radahn Foot Soldier (Greyoll's Dragonbarrow) 2||43742042||43740000||-1||-1
Radahn Foot Soldier (Caelid) 3||43742041||43740000||-1||-1
Radahn Foot Soldier (Caelid) 4||43740541||43740000||-1||-1
Radahn Foot Soldier (Caelid) 5||43740041||43740000||-1||-1
Radahn Foot Soldier (B) (Caelid)||43741040||43740100||-1||-1
Radahn Foot Soldier (B) (Caelid) 2||43743040||43740100||-1||-1
Radahn Foot Soldier (B) (Caelid) 3||43743040||43740100||-1||5000
Radahn Foot Soldier (C) (Caelid)||43741541||43740200||-1||-1
Radahn Foot Soldier (D) (Caelid)||43741841||43740400||-1||-1
Radahn Foot Soldier (E) (Caelid)||43741441||43740620||-1||-1
Radahn Foot Soldier (F) (Caelid)||43746040||43741000||-1||-1
Radahn Foot Soldier (F) (Caelid) 2||43746041||43741000||-1||-1
Radahn Foot Soldier (G) (m60_47_39_10)||43747040||43741500||-1||-1
Radahn Foot Soldier (G) (Greyoll's Dragonbarrow)||43747042||43741500||-1||-1
Radahn Foot Soldier (G) (Caelid)||43747041||43741500||-1||-1
Mausoleum Foot Soldier (Consecrated Snowfield)||43751052||43750100||-1||-1
Haligtree Foot Soldier (Miquella's Haligtree)||43760056||43760000||-1||13666
Haligtree Foot Soldier (B) (Miquella's Haligtree)||43761756||43760200||-1||-1
Haligtree Foot Soldier (C) (Miquella's Haligtree)||43766056||43761000||-1||13666
Haligtree Foot Soldier (D) (Miquella's Haligtree)||43767056||43761500||-1||13666

--Highwayman
Highwayman (Murkwater Cave)||43772012||43770012||-1||5000
Highwayman (Murkwater Cave) 2||43770012||43770012||-1||5000,5000
Highwayman (Murkwater Cave) 3||43770012||43770012||-1||5000
Highwayman (Murkwater Cave) 4||43772512||43770012||-1||5000

--Starcaller
Starcaller (Ainsel River)||43800062||43800000||-1||-1
Starcaller (Altus Plateau)||43800130||43800000||-1||-1
Starcaller (Weeping Peninsula)||43800012||43800000||-1||-1
Starcaller (B) (Altus Plateau)||43800130||43800200||-1||-1

--Thorn Sorcerer
Thorn Sorcerer (Mt. Gelmir)||43810032||43810000||-1||-1
Thorn Sorcerer (Liurnia of the Lakes)||43810020||43810000||-1||-1
Thorn Sorcerer (Mountaintops of the Giants)||43810250||43810000||-1||-1
Thorn Sorcerer (B) (Mt. Gelmir)||43810132||43810100||-1||-1
Thorn Sorcerer (B) (Mt. Gelmir) 2||43810032||43810100||-1||-1
Thorn Sorcerer (B) (Liurnia of the Lakes)||43811020||43810100||-1||-1
Thorn Sorcerer (B) (Mountaintops of the Giants)||43810350||43810100||-1||-1
Thorn Sorcerer (B) (Mountaintops of the Giants) 2||43811150||43810150||-1||-1

--Tunnel Miner
Tunnel Miner (Morne Tunnel)||43820012||43820000||-1||-1
Tunnel Miner (Limgrave Tunnels)||43820010||43820000||-1||-1
Tunnel Miner (Old Altus Tunnel)||43820030||43820000||-1||-1
Tunnel Miner (Yelough Anix Tunnel)||43820052||43820000||-1||-1
Tunnel Miner (Ruin-Strewn Precipice)||43820026||43820000||-1||-1
Tunnel Miner (m60_47_39_10)||43820140||43820000||-1||-1
Tunnel Miner (B) (Gael Tunnel)||43820140||43820200||-1||-1
Tunnel Miner (C) (Morne Tunnel)||43821012||43821000||-1||-1
Tunnel Miner (C) (Limgrave Tunnels)||43821010||43821000||-1||-1
Tunnel Miner (C) (Old Altus Tunnel)||43821030||43821000||-1||-1
Tunnel Miner (C) (Yelough Anix Tunnel)||43821052||43821000||-1||16567
Tunnel Miner (C) (Ruin-Strewn Precipice)||43821026||43821000||-1||-1
Tunnel Miner (D) (Yelough Anix Tunnel)||43821052||43821100||-1||16567
Tunnel Miner (E) (Limgrave Tunnels)||43822010||43822000||-1||-1
Tunnel Miner (E) (Gael Tunnel)||43822140||43822000||-1||-1
Tunnel Miner (E) (Ruin-Strewn Precipice)||43822026||43822000||-1||-1
Tunnel Miner (E) (Liurnia of the Lakes)||43821020||43822000||-1||-1
Tunnel Miner (F) (Limgrave Tunnels)||43823010||43823000||-1||-1
Tunnel Miner (F) (Old Altus Tunnel)||43823030||43823000||-1||-1
Tunnel Miner (F) (Ruin-Strewn Precipice)||43825026||43823000||-1||-1
Tunnel Miner (F) (m60_47_39_10)||43823040||43823000||-1||-1
Tunnel Miner (G) (Divine Tower of West Altus)||43826033||43824000||-1||-1
Tunnel Miner (H) (Morne Tunnel)||43827012||43825000||-1||-1
Tunnel Miner (H) (Yelough Anix Tunnel)||43827052||43825000||-1||-1
Tunnel Miner (I) (Old Altus Tunnel)||43829030||43826000||-1||-1
Tunnel Miner (I) (Gael Tunnel)||43829140||43826000||-1||-1
Tunnel Miner (I) (Divine Tower of West Altus)||43828033||43826000||-1||-1

--Glintstone Miner
Glintstone Miner (Sellia Tunnel) (Sellia Crystal Tunnel)||43830040||43830000||-1||-1
Glintstone Miner (Raya Lucaria Crystal Tunnel)||43830020||43830000||-1||-1
Glintstone Miner (Altus Tunnel)||43830030||43830000||-1||-1
Glintstone Miner (B) (Sellia Hideaway)||43831040||43831000||-1||-1
Glintstone Miner (B) (Raya Lucaria Crystal Tunnel)||43831020||43831000||-1||-1
Glintstone Miner (B) (Raya Lucaria Crystal Tunnel) 2||43831020||43831000||-1||5000
Glintstone Miner (B) (Altus Tunnel)||43831030||43831000||-1||-1
Glintstone Miner (C) (Altus Tunnel)||43831030||43831200||-1||-1
Glintstone Miner (D) (Altus Tunnel)||43831030||43831300||-1||-1

--Big Glintstone Miner
Big Glintstone Miner (Sellia Crystal Tunnel)||43840040||43840000||-1||-1
Big Glintstone Miner (Raya Lucaria Crystal Tunnel)||43840020||43840000||-1||-1

--Fungal Sorcerer
Fungal Sorcerer (Tombsward Cave)||43850012||43850000||-1||-1
Fungal Sorcerer (Tombsward Cave) 2||43850112||43850000||-1||17130
Fungal Sorcerer (Tombsward Cave) 3||43850012||43850000||-1||17130
Fungal Sorcerer (Tombsward Cave) 4||43850212||43850000||-1||17130
Fungal Sorcerer (Tombsward Cave) 5||43850112||43850000||-1||-1
Fungal Sorcerer (Tombsward Cave) 6||43850212||43850000||-1||-1
Fungal Sorcerer (Stillwater Cave)||43850020||43850000||-1||17130
Fungal Sorcerer (Stillwater Cave) 2||43850120||43850000||-1||17130
Fungal Sorcerer (Stillwater Cave) 3||43850220||43850000||-1||17130
Fungal Sorcerer (Stillwater Cave) 4||43850020||43850000||-1||-1
Fungal Sorcerer (Stillwater Cave) 5||43850120||43850000||-1||-1
Fungal Sorcerer (Stillwater Cave) 6||43850220||43850000||-1||-1
Fungal Sorcerer (Seethewater Cave)||43850132||43850000||-1||-1
Fungal Sorcerer (Seethewater Cave) 2||43850032||43850000||-1||-1
Fungal Sorcerer (Seethewater Cave) 3||43850232||43850000||-1||-1
Fungal Sorcerer (Seethewater Cave) 4||43850132||43850000||-1||17130
Fungal Sorcerer (Seethewater Cave) 5||43850032||43850000||-1||17130
Fungal Sorcerer (Seethewater Cave) 6||43850232||43850000||-1||17130
Fungal Sorcerer (Abandoned Cave)||43858140||43850000||-1||17130
Fungal Sorcerer (Abandoned Cave) 2||43858040||43850000||-1||-1
Fungal Sorcerer (Abandoned Cave) 3||43858240||43850000||-1||17130
Fungal Sorcerer (Caelid)||43850240||43850000||-1||-1
Fungal Sorcerer (Caelid) 2||43850040||43850000||-1||-1
Fungal Sorcerer (Caelid) 3||43850140||43850000||-1||-1
Fungal Sorcerer (m60_47_38_10)||43850140||43850000||-1||17130
Fungal Sorcerer (m60_47_38_10) 2||43850040||43850040||-1||17130

--Giant Lobster
Giant Lobster (Subterranean Shunning-Grounds)||44200035||44200000||-1||-1
Giant Lobster (Liurnia of the Lakes)||44201020||44200000||-1||-1
Giant Lobster (Liurnia of the Lakes) 2||44200020||44200000||-1||-1
Giant Lobster (Liurnia of the Lakes) 3||44200120||44200000||-1||-1
Giant Lobster (Liurnia of the Lakes) 4||44202020||44200000||-1||5000
Giant Lobster (Liurnia of the Lakes) 5||44202020||44200000||-1||-1
Giant Lobster (Mountaintops of the Giants)||44203050||44200000||-1||-1

--Abnormal Stone Cluster
Abnormal Stone Cluster (Liurnia of the Lakes)||44300022||44300000||-1||-1
Abnormal Stone Cluster (Liurnia of the Lakes) 2||44300020||44300000||-1||-1
Abnormal Stone Cluster (Altus Plateau)||44300030||44300000||-1||-1
Abnormal Stone Cluster (Limgrave)||44300010||44300000||-1||-1
Abnormal Stone Cluster (Weeping Peninsula)||44300012||44300000||-1||-1
Abnormal Stone Cluster (Caelid)||44300040||44300000||-1||-1
Abnormal Stone Cluster (Caelid) 2||44300340||44300000||-1||-1
Abnormal Stone Cluster (Mountaintops of the Giants)||44300050||44300000||-1||-1
Abnormal Stone Cluster (B) (Divine Tower of West Altus)||44301033||44301000||-1||-1
Abnormal Stone Cluster (B) (Stormhill)||44301010||44301000||-1||-1
Abnormal Stone Cluster (B) (Caelid)||44301040||44301000||-1||-1

--Fungal Pod
Fungal Pod (Giants' Mountaintop Catacombs)||44400050||44400000||-1||-1
Fungal Pod (Liurnia of the Lakes)||44400020||44400000||-1||-1
Fungal Pod (Limgrave)||44400010||44400000||-1||-1
Fungal Pod (Capital Outskirts)||44400033||44400000||-1||-1

--Giant Fungal Pod
Giant Fungal Pod (Giants' Mountaintop Catacombs)||44410050||44410000||-1||-1
Giant Fungal Pod (Liurnia of the Lake)||44410020||44410000||-1||-1
Giant Rotten Pod (Caelid)||44420040||44410000||-1||-1

--Walking Mausoleum
Walking Mausoleum (Deeproot Depths)||44500066||44500000||-1||-1
Walking Mausoleum (East Liurnia)||44500020||44500000||-1||-1
Walking Mausoleum (Liurnia to Altus Plateau)||44501020||44500000||-1||-1
Walking Mausoleum (West Weeping Peninsula)||44500012||44500000||-1||-1
Walking Mausoleum (West Consecrated Snowfield)||44500052||44500000||-1||-1
Walking Mausoleum (Northwest Mountaintops)||44500050||44500000||-1||-1

--Flamethrower Tank
Flamethrower Tank (Liurnia of the Lakes)||44607020||44600000||-1||-1
Flamethrower Tank (Mt. Gelmir)||44607032||44600000||-1||5000
Flamethrower Tank (Mt. Gelmir) 2||44607132||44600000||-1||5000
Flamethrower Tank (Mt. Gelmir) 3||44608032||44600000||-1||5000
Flamethrower Tank (Bellum Highway)||44607220||44600000||-1||-1
Flamethrower Tank (Liurnia of the Lakes) 2||44607120||44600000||-1||-1
Flamethrower Tank (m60_47_38_10)||44608040||44600000||-1||-1
Flamethrower Tank (m60_47_38_10) 2||44607040||44600000||-1||-1
Flamethrower Tank (m60_47_39_10)||44607840||44600000||-1||-1
Flamethrower Tank (Caelid)||44608640||44600000||-1||-1
Flamethrower Tank (Caelid) 2||44608840||44600000||-1||-1
Flamethrower Tank (Caelid) 3||44608740||44600000||-1||-1

--Abductor Virgin
Abductor Virgin (Volcano Manor)||44700038||44700000||-1||5000
Abductor Virgin (Volcano Manor) 2||44700038||44700000||-1||-1
Abductor Virgin (Liurnia of the Lakes)||44700020||44700000||-1||-1
Abductor Virgin (Mt. Gelmir)||44700032||44700000||-1||-1
Abductor Virgin (Caelid)||44700040||44700000||-1||-1
Abductor Virgin (Unscaled) (Caelid)||44702000||44700000||-1||-1
Abductor Virgin (B) (Academy of Raya Lucaria)||44700024||44700100||-1||-1
Abductor Virgin (Boss) (C) (Volcano Manor)||44700938||44700900||-1||-1
Abductor Virgin (D) (Leyndell, Royal Capital)||44701034||44701000||-1||-1
Abductor Virgin (D) (Academy of Raya Lucaria)||44701024||44701000||-1||14306
Abductor Virgin (D) (Volcano Manor)||44701038||44701000||-1||-1
Abductor Virgin (D) (Divine Tower of West Altus)||44701033||44701000||-1||-1
Abductor Virgin (D) (Liurnia of the Lakes)||44701021||44701000||-1||-1
Abductor Virgin - Broken (D) (Mt. Gelmir)||44701132||44701000||-1||5000
Abductor Virgin (D) (Mt. Gelmir)||44701032||44701000||-1||-1
Abductor Virgin (Boss) (E) (Volcano Manor)||44701938||44701900||-1||-1
Abductor Virgin Both (F) (Caelid)||44702041||44702000||-1||-1

--Giant Miranda Flower
Giant Miranda Flower (Leyndell, Ashen Capital)||44800370||44800000||-1||-1
Giant Miranda Flower (Siofra River)||44800064||44800000||-1||-1
Miranda Blossom (Tombsward Cave)||44800912||44800000||-1||-1
Giant Miranda Flower (Stillwater Cave)||44800020||44800000||-1||14981
Giant Miranda Flower (Seethewater Cave)||44800032||44800000||-1||14981
Giant Miranda Flower (Subterranean Shunning-Grounds)||44800035||44800000||-1||14981
Giant Miranda Flower (Liurnia of the Lakes)||44800220||44800000||-1||-1
Giant Miranda Flower (Weeping Peninsula)||44800012||44800000||-1||-1
Giant Miranda Flower (m60_44_36_10)||44800010||44800000||-1||-1
Giant Miranda Flower (B) (Ainsel River)||44800162||44800100||-1||-1
Miranda the Blighted Bloom (B) (Perfumer's Grotto)||44800930||44800100||-1||-1
Giant Miranda Flower (B) (Perfumer's Grotto)||44800430||44800100||-1||14981
Giant Miranda Flower (B) (Perfumer's Grotto) 2||44800430||44800100||-1||-1
Giant Miranda Flower (B) (Bellum Highway)||44800120||44800100||-1||-1
Giant Miranda Flower (B) (Altus Plateau)||44800330||44800100||-1||-1
Giant Miranda Flower (C) (Liurnia of the Lakes)||44800220||44800200||-1||-1
Giant Miranda Flower (D) (Altus Plateau)||44800330||44800300||-1||14981
Giant Miranda Rot Flower (Miquella's Haligtree)||44820054||44820000||-1||-1
Giant Miranda Rot Flower (Miquella's Haligtree) 2||44820056||44820000||-1||-1
Giant Miranda Rot Flower (Caelid)||44820040||44820000||-1||-1
Fading Giant Miranda Flower (Shaded Castle)||44820031||44820000||-1||-1
Giant Miranda Rot Flower (Caelid) 2||44820040||44820000||-1||14980

--Miranda Sprout
Miranda Sprout (Leyndell, Royal Capital)||44810034||44810000||-1||-1
Miranda Flower (Leyndell, Ashen Capital)||44810370||44810000||-1||-1
Miranda Sprout (Siofra River)||44810064||44810000||-1||-1
Miranda Flower (Weeping Peninsula)||44810012||44810000||-1||-1
Miranda Sprout (Boss) (Tombsward Cave)||44810912||44810000||-1||-1
Miranda Flower (Stillwater Cave)||44810020||44810000||-1||-1
Miranda Flower (Subterranean Shunning-Grounds)||44810035||44810000||-1||-1
Miranda Flower (Liurnia of the Lakes)||44810220||44810000||-1||-1
Miranda Flower (Altus Plateau)||44810330||44810000||-1||-1
Miranda Flower (m60_44_36_10)||44810010||44810000||-1||-1
Miranda Flower (B) (Ainsel River)||44810162||44810100||-1||-1
Miranda Flower (B) (Perfumer's Grotto)||44810430||44810100||-1||-1
Miranda Flower (B) (Bellum Highway)||44810120||44810100||-1||-1
Miranda Flower (B) (Mt. Gelmir)||44810330||44810100||-1||-1
Miranda Flower (C) (Liurnia of the Lakes)||44810220||44810200||-1||-1
Miranda Flower (D) (Altus Plateau)||44810330||44810300||-1||-1
Miranda Flower (D) (Altus Plateau) 2||44810830||44810300||-1||-1
Miranda Flower (E) (Weeping Peninsula)||44810500||44810500||-1||-1
Miranda Flower (F) (Weeping Peninsula)||44811012||44811000||-1||-1
Miranda Flower (G) (Altus Plateau)||44811830||44811300||-1||-1
Miranda Flower (G) (Altus Plateau) 2||44811330||44811300||-1||-1
Miranda Rot Flower (Miquella's Haligtree)||44830054||44830000||-1||-1
Miranda Rot Flower (Caelid)||44830040||44830000||-1||-1
Fading Miranda Sprout (Shaded Castle)||44830031||44830000||-1||-1
Miranda Rot Flower (B) (Miquella's Haligtree)||44831054||44831000||-1||-1
Miranda Rot Flower (B) (Miquella's Haligtree) 2||44831056||44831000||-1||-1
Miranda Rot Flower (B) (Caelid)||44831040||44831000||-1||-1

--Living Jar - Large
Living Jar - Large (Stormveil Castle)||44907014||44900000||-1||-1
Alexander, Warrior Jar (Crumbling Farum Azula)||44909972||44900000||-1||-1
Living Jar (Academy of Raya Lucaria)||44908124||44900000||-1||-1
Living Jar (Volcano Manor)||44907038||44900000||-1||-1
Living Jar (Auriza Side Tomb)||44907133||44900000||-1||-1
Living Jar (Auriza Side Tomb) 2||44907033||44900000||-1||-1
Living Jar (Auriza Side Tomb) 3||44907233||44900000||-1||-1
Living Jar (Auriza Side Tomb) 4||44907333||44900000||-1||-1
Living Jar (Giants' Mountaintop Catacombs)||44907350||44900000||-1||15206
Living Jar (Giants' Mountaintop Catacombs) 2||44907450||44900000||-1||-1
Living Jar (Giants' Mountaintop Catacombs) 3||44907250||44900000||-1||-1
Living Jar (Giants' Mountaintop Catacombs) 4||44907150||44900000||-1||15211
Alexander, Warrior Jar (Gael Tunnel)||44909410||44900000||-1||-1
Living Jar (Subterranean Shunning-Grounds)||44907035||44900000||-1||-1
Living Jar (Liurnia of the Lakes)||44907021||44900000||-1||-1
Living Jar (Liurnia of the Lakes) 2||44907221||44900000||-1||-1
Living Jar (Liurnia of the Lakes) 3||44907121||44900000||-1||-1
Alexander, Warrior Jar (Mt. Gelmir)||44909732||44900000||-1||-1
Alexander, Warrior Jar (Liurnia of the Lakes)||44909620||44900000||-1||-1
Living Jar (Liurnia of the Lakes) 4||44908320||44900000||-1||-1
Living Jar (Liurnia of the Lakes) 5||44908420||44900000||-1||-1
Alexander, Warrior Jar (Stormhill)||44909310||44900000||-1||-1
Alexander, Warrior Jar (Caelid)||44909540||44900000||-1||-1
Alexander, Warrior Jar (Caelid) 2||44909640||44900000||0||-1
Alexander, Warrior Jar (Southeast Caelid)||44909040||44900040||0||-1
Alexander, Warrior Jar (Southeast Mountaintops)||44909850||44900052||-1||-1
Living Jar (B) (Giants' Mountaintop Catacombs)||44907050||44900300||-1||15211

--Living Jar - Small
Living Jar - Small (Auriza Side Tomb)||44910233||44900000||-1||-1
Living Jar - Small (Auriza Side Tomb) 2||44910033||44900000||-1||-1
Living Jar - Small (B) (Stormveil Castle)||44910014||44910000||-1||-1
Living Jar - Small (B) (Academy of Raya Lucaria)||44910124||44910000||-1||-1
Living Jar - Small (B) (Volcano Manor)||44910038||44910000||-1||-1
Living Jar - Small (B) (Volcano Manor) 2||44910238||44910000||-1||-1
Living Jar - Small (B) (Auriza Side Tomb)||44910033||44910000||-1||5000
Living Jar - Small (B) (Auriza Side Tomb) 2||44910233||44910000||-1||-1
Living Jar - Small (B) (Auriza Side Tomb) 3||44910033||44910000||-1||-1
Living Jar - Small (B) (Auriza Side Tomb) 4||44910333||44910000||-1||5000
Living Jar - Small (B) (Auriza Side Tomb) 5||44910333||44910000||-1||-1
Living Jar - Small (B) (Auriza Side Tomb) 6||44910933||44910000||-1||-1
Living Jar - Small (B) (Giants' Mountaintop Catacombs)||44910350||44910000||-1||-1
Living Jar - Small (B) (Giants' Mountaintop Catacombs) 2||44910250||44910000||-1||-1
Living Jar - Small (B) (Giants' Mountaintop Catacombs) 3||44910050||44910000||-1||-1
Living Jar - Small (B) (Subterranean Shunning-Grounds)||44910035||44910000||-1||-1
Living Jar - Small (B) (Liurnia of the Lakes)||44910021||44910000||-1||-1
Living Jar - Small (B) (Liurnia of the Lakes) 2||44910720||44910000||-1||-1
Jar-Bairn (C) (Liurnia of the Lakes)||44919020||44919000||-1||-1
Jar-Bairn (C) (Liurnia of the Lakes) 2||44919120||44919000||-1||-1
Jar-Bairn (C) (Liurnia of the Lakes) 3||44919220||44919000||-1||-1
Jar-Bairn (C) (Liurnia of the Lakes) 4||44919320||44919000||-1||-1

--Dragon
Dragon - Agheel (Limgrave) (Limgrave)||45000010||45000900||-1||-1
Dragon - Greyll (Caelid) (Greyoll's Dragonbarrow)||45000042||45000942||-1||-1
Dragon Summon (B) (Academy of Raya Lucaria)||45008024||45008000||-1||-1
Dragon - Ekzykes (Caelid) (Caelid)||45010040||45010900||-1||-1
Glintstone Dragon (Liurnia of the Lakes)||45020022||45020000||-1||-1
Glintstone Dragon Smarag (B) (Liurnia of the Lakes)||45020920||45020900||-1||-1
Glintstone Dragon Smarag (B) (Liurnia of the Lakes)||45021920||45020920||-1||-1
Glintstone Dragon Adula (B) (Liurnia of the Lakes)||45021922||45020922||-1||-1
Dragon - Borealis (Mountaintops) (Northeast Mountaintops)||45030050||45030900||-1||-1
Lesser Elder Dragon (Greyoll's Dragonbarrow)||45050042||45050000||-1||-1

--Elder Dragon Greyoll
Elder Dragon Greyoll (Greyoll's Dragonbarrow)||45040042||45040000||-1||-1

--Ancient Dragon/Fortissax
Ancient Dragon (Crumbling Farum Azula)||45100272||45100000||-1||-1
Ancient Dragon (B) (Crumbling Farum Azula)||45100572||45100200||-1||-1
Ancient Dragon (B) (Crumbling Farum Azula) 2||45100072||45100200||-1||-1
Ancient Dragon (B) (Crumbling Farum Azula) 3||45101272||45100200||-1||-1
Ancient Dragon (C) (Crumbling Farum Azula)||45102272||45100300||-1||-1
Ancient Dragon (C) (Crumbling Farum Azula) 2||45100172||45100300||-1||-1
Ancient Dragon (Boss) (D) (Altus Plateau)||45102030||45100900||-1||-1
Ancient Dragon (Boss) (D) (Altus Plateau) 2||45102030||45100930||-1||14886,14876
Lichdragon Fortissax (Deeproot Depths)||45110066||45110000||-1||-1

--Dragonlord Placidusax
Dragonlord Placidusax (Crumbling Farum Azula)||45200072||45200000||-1||-1

--Monstrous Dog
Monstrous Dog (m60_47_39_10)||45500000||45500000||-1||-1
Monstrous Dog (Caelid)||45500040||45500000||-1||-1
Monstrous Dog (Caelid) 2||45502040||45500000||-1||-1
Monstrous Dog (Greyoll's Dragonbarrow)||45500042||45500000||-1||-1
Monstrous Dog (Caelid) 3||45502042||45500000||-1||-1
Gowry's Monstrous Dog (Caelid)||45504040||45500000||-1||-1
Monstrous Dog (Caelid) 4||45500040||45500040||-1||-1
Monstrous Dog (Caelid) 5||45500040||45500090||-1||-1
Monstrous Dog (Caelid) 6||45502040||45500090||-1||-1
Monstrous Dog (m60_47_39_10) 2||45501000||45500100||-1||-1
Monstrous Dog (B) (m60_47_39_10)||45502000||45500200||-1||-1
Monstrous Dog (C) (Caelid)||45501040||45500300||-1||-1
Monstrous Dog (C) (Caelid) 2||45501040||45500300||-1||14018
Monstrous Dog (C) (Caelid) 3||45503040||45500300||-1||14018
Monstrous Dog (D) (Flame Peak)||45506050||45506000||-1||-1
Monstrous Dog (D) (Mountaintops of the Giants)||45506650||45506000||-1||-1
Monstrous Dog (D) (Mountaintops of the Giants) 2||45506450||45506000||-1||-1

--Monstrous Crow
Monstrous Crow (m60_47_38_10)||45600000||45600000||-1||-1
Monstrous Crow (Caelid)||45600040||45600000||-1||-1
Monstrous Crow (Flame Peak)||45601050||45600000||-1||4802,15444
Monstrous Crow (Flame Peak) 2||45601050||45600000||-1||4802
Monstrous Crow (Caelid) 2||45600040||45600010||-1||-1
Monstrous Crow (B) (Flame Peak)||45601850||45609990||-1||4802
Monstrous Crow (B) (Flame Peak) 2||45601050||45609990||-1||4802
Monstrous Crow (B) (Flame Peak) 3||45601050||45609990||-1||15444,4802
Monstrous Crow (B) (Flame Peak) 4||45601050||45609990||-1||15444
Monstrous Blood Crow (Mohgwyn Palace)||45610068||45610000||-1||-1
Monstrous Blood Crow (Mohgwyn Palace) 2||45610068||45610010||-1||-1

--Wormface
Wormface (Altus Plateau)||45700030||45700000||-1||-1
Wormface (Altus Plateau) 2||45700030||45700000||-1||4802
Wormface (Altus Plateau) 3||45702030||45700000||-1||-1
Wormface (B) (Altus Plateau)||45702030||45700100||-1||16581
Wormface (B) (Altus Plateau) 2||45700030||45700100||-1||16581
Wormface (B) (Altus Plateau) 3||45702030||45700100||-1||-1
Wormface (C) (Crumbling Farum Azula)||45701072||45700200||-1||-1
Giant Wormface (Crumbling Farum Azula)||45801072||45800000||-1||-1
Giant Wormface (Mt. Gelmir)||45802132||45800000||-1||-1
Giant Wormface (Boss) (B) (Altus Plateau)||45800030||45800900||-1||-1

--Troll
Troll Knight (Stormveil Castle)||46000014||46000000||-1||-1
Troll (Siofra River)||46000065||46000000||-1||-1
Troll (Giant-Conquering Hero's Grave)||46000150||46000000||-1||-1
Troll (m60_45_38_10)||46000010||46000000||-1||-1
Troll (Altus Plateau)||46001130||46000000||-1||-1
Troll (Capital Outskirts)||46000033||46000000||-1||-1
Troll (Weeping Peninsula)||46000012||46000000||-1||-1
Troll (m60_46_39_10)||46000010||46000000||-1||10159
Troll (m60_47_37_10)||46003140||46000000||-1||-1
Troll (Stormhill)||46000010||46000010||-1||-1
Troll (Caelid)||46003041||46000040||-1||-1
Troll (Caelid) 2||46000040||46000041||-1||10158
Troll (B) (West Liurnia)||46001020||46001000||-1||-1
Troll (B) (North Altus Plateau)||46001030||46001000||-1||-1
Troll (B) (East Limgrave (Meteored))||46001010||46001000||-1||-1
Troll (B) (Liurnia)||46001120||46001000||-1||8600
Troll (C) (Mt. Gelmir)||46004032||46004000||-1||-1
Troll (C) (m60_47_55_10)||46004152||46004000||-1||-1
Troll (D) (m60_47_55_10)||46004152||46005052||-1||10139
Troll Knight (Boss) (E) (Academy of Raya Lucaria)||46008024||46008000||-1||-1
Liurnia Troll (Liurnia of the Lakes)||46010120||46010000||-1||-1
Liurnia Troll (Liurnia of the Lakes) 2||46010220||46010000||-1||-1
Liurnia Troll (Bellum Highway)||46010020||46010000||-1||-1
Liurnia Troll (Liurnia of the Lakes) 3||46018021||46010020||-1||-1
Armored Troll Knight (Boss) (B) (Liurnia of the Lakes)||46010920||46010900||-1||5260,10156
Snow Troll (Flame Peak)||46020050||46020000||-1||10155
Snow Troll (Flame Peak) 2||46020050||46020000||-1||4802
Snow Troll (Flame Peak) 3||46020050||46020050||-1||10158
Snow Troll (B) (Southwest Mountaintops)||46021052||46021000||-1||-1
Stonedigger Troll (Club) (Boss) (Limgrave Tunnels)||46030910||46030100||-1||-1
Stonedigger Troll (Club) (Boss) (B) (Old Altus Tunnel)||46030930||46030200||-1||10155,10156
Smithing Master Iji (Liurnia of the Lakes)||46040020||46040000||-1||-1
War Counselor Iji (Liurnia of the Lakes)||46040120||46040000||-1||-1

--Astel, Naturalborn of the Void
Astel, Naturalborn of the Void (Ainsel River)||46200062||46200100||-1||-1
Astel, Stars of Darkness (Snowfield Mine) (B) (Yelough Anix Tunnel)||46200952||46200200||-1||-1
